file,archsmell
src/java/org/apache/cassandra/utils/ByteBufferUtil.java,UI
src/java/org/apache/cassandra/db/Table.java,UI
src/java/org/apache/cassandra/db/ColumnFamilyStore.java,UI
src/java/org/apache/cassandra/config/DatabaseDescriptor.java,UI
src/java/org/apache/cassandra/db/ColumnFamily.java,UI
src/java/org/apache/cassandra/utils/FBUtilities.java,UI
interface/thrift/gen-java/org/apache/cassandra/thrift/TimedOutException.java,CMD
src/java/org/apache/cassandra/gms/HeartBeatState.java,CMD
interface/gen-java/org/apache/cassandra/service/Cassandra.java,CMD
test/unit/org/apache/cassandra/db/CommitLogTest.java,CMD
src/java/org/apache/cassandra/net/CompactEndPointSerializationHelper.java,CMD
test/unit/org/apache/cassandra/io/util/BufferedRandomAccessFileTest.java,CMD
test/unit/org/apache/cassandra/io/sstable/SSTableReaderTest.java,CMD
src/java/org/apache/cassandra/streaming/StreamRequestMessage.java,CMD
test/unit/org/apache/cassandra/service/EmbeddedCassandraServiceTest.java,CMD
test/unit/org/apache/cassandra/db/TableTest.java,CMD
test/unit/org/apache/cassandra/io/sstable/SSTableUtils.java,CMD
src/java/org/apache/cassandra/db/migration/DropKeyspace.java,CMD
src/java/org/apache/cassandra/db/migration/RenameColumnFamily.java,CMD
src/java/org/apache/cassandra/io/SequenceFile.java,CMD
src/java/org/apache/cassandra/db/Memtable.java,CMD
contrib/pig/src/java/org/apache/cassandra/hadoop/pig/CassandraStorage.java,CMD
tools/stress/src/org/apache/cassandra/stress/Session.java,CMD
src/java/org/apache/cassandra/service/LoadDisseminator.java,CMD
src/java/org/apache/cassandra/utils/IntervalTree/IntervalTree.java,CMD
test/unit/org/apache/cassandra/db/ReadMessageTest.java,CMD
test/unit/org/apache/cassandra/client/TestRingCache.java,CMD
src/java/org/apache/cassandra/db/migration/UpdateKeyspace.java,CMD
test/unit/org/apache/cassandra/db/RemoveColumnFamilyTest.java,CMD
src/java/org/apache/cassandra/utils/IntervalTree/Interval.java,CMD
src/java/org/apache/cassandra/db/SuperColumn.java,CMD
test/unit/org/apache/cassandra/db/ColumnFamilyTest.java,CMD
src/java/org/apache/cassandra/dht/OrderPreservingPartitioner.java,CMD
src/java/org/apache/cassandra/streaming/PendingFile.java,CMD
test/unit/org/apache/cassandra/dht/BootStrapperTest.java,CMD
src/java/org/apache/cassandra/io/sstable/SSTableWriter.java,CMD
src/java/org/apache/cassandra/db/MeteredFlusher.java,CMD
test/unit/org/apache/cassandra/db/marshal/RoundTripTest.java,CMD
src/java/org/apache/cassandra/config/ColumnDefinition.java,CMD
src/java/org/apache/cassandra/io/SSTableReader.java,CMD
test/long/org/apache/cassandra/db/MeteredFlusherTest.java,CMD
src/java/org/apache/cassandra/db/commitlog/CommitLog.java,CMD
test/unit/org/apache/cassandra/db/TimeSortTest.java,CMD
src/java/org/apache/cassandra/db/BinaryMemtable.java,CMD
contrib/property_snitch/src/java/org/apache/cassandra/locator/PropertyFileEndPointSnitch.java,CMD
interface/thrift/gen-java/org/apache/cassandra/thrift/Cassandra.java,CMD
test/unit/org/apache/cassandra/db/RowTest.java,CMD
test/unit/org/apache/cassandra/utils/IntervalTreeTest.java,CMD
src/java/org/apache/cassandra/io/SSTable.java,CMD
test/unit/org/apache/cassandra/io/sstable/SSTableTest.java,CMD
src/java/org/apache/cassandra/locator/RackAwareStrategy.java,CMD
src/java/org/apache/cassandra/db/ColumnFamilyStore.java,CMD
src/java/org/apache/cassandra/service/DatacenterWriteResponseHandler.java,CMD
src/java/org/apache/cassandra/db/filter/QueryFilter.java,CMD
src/java/org/apache/cassandra/hadoop/ColumnFamilyRecordReader.java,CMD
src/java/org/apache/cassandra/db/filter/SliceQueryFilter.java,CMD
test/unit/org/apache/cassandra/service/RemoveTest.java,CMD
test/long/org/apache/cassandra/db/LongCompactionSpeedTest.java,CMD
src/java/org/apache/cassandra/service/StorageService.java,CMD
test/unit/org/apache/cassandra/service/AntiEntropyServiceTest.java,CMD
test/unit/org/apache/cassandra/io/LazilyCompactedRowTest.java,CMD
src/java/org/apache/cassandra/service/StorageLoadBalancer.java,CMD
src/java/org/apache/cassandra/cql/QueryProcessor.java,CMD
src/java/org/apache/cassandra/service/StorageProxy.java,CMD
interface/thrift/gen-java/org/apache/cassandra/thrift/CfDef.java,CMD
test/unit/org/apache/cassandra/dht/PartitionerTestCase.java,CMD
src/java/org/apache/cassandra/db/RangeReply.java,CMD
test/unit/org/apache/cassandra/gms/GossipDigestTest.java,CMD
test/unit/org/apache/cassandra/db/CounterColumnTest.java,CMD
src/java/org/apache/cassandra/io/sstable/SSTableReader.java,CMD
test/unit/org/apache/cassandra/CleanupHelper.java,CMD
test/unit/org/apache/cassandra/db/RemoveSubColumnTest.java,CMD
src/java/org/apache/cassandra/service/CassandraServer.java,CMD
src/java/org/apache/cassandra/notifications/SSTableAddedNotification.java,CMD
interface/thrift/gen-java/org/apache/cassandra/thrift/UnavailableException.java,CMD
interface/thrift/gen-java/org/apache/cassandra/thrift/Deletion.java,CMD
src/java/org/apache/cassandra/db/CounterColumn.java,CMD
test/unit/org/apache/cassandra/service/StorageServiceServerTest.java,CMD
src/java/org/apache/cassandra/io/PrecompactedRow.java,CMD
src/java/org/apache/cassandra/gms/FailureDetector.java,CMD
src/java/org/apache/cassandra/dht/IPartitioner.java,CMD
src/java/org/apache/cassandra/db/ColumnIndexer.java,CMD
src/java/org/apache/cassandra/service/AntiEntropyService.java,CMD
interface/thrift/gen-java/org/apache/cassandra/thrift/Mutation.java,CMD
src/java/org/apache/cassandra/db/SystemTable.java,CMD
src/java/org/apache/cassandra/notifications/INotification.java,CMD
test/unit/org/apache/cassandra/service/MoveTest.java,CMD
test/unit/org/apache/cassandra/streaming/SerializationsTest.java,CMD
src/java/org/apache/cassandra/streaming/StreamOut.java,CMD
src/java/org/apache/cassandra/tools/SSTableImport.java,CMD
test/unit/org/apache/cassandra/streaming/StreamingTransferTest.java,CMD
test/unit/org/apache/cassandra/db/marshal/TypeCompareTest.java,CMD
test/unit/org/apache/cassandra/db/RecoveryManagerTest.java,CMD
src/java/org/apache/cassandra/db/SliceFromReadCommand.java,CMD
src/java/org/apache/cassandra/avro/CassandraServer.java,CMD
src/java/org/apache/cassandra/tools/SSTableExport.java,CMD
src/java/org/apache/cassandra/db/filter/SSTableSliceIterator.java,CMD
src/java/org/apache/cassandra/db/marshal/AsciiType.java,CMD
test/unit/org/apache/cassandra/db/OneCompactionTest.java,CMD
interface/thrift/gen-java/org/apache/cassandra/thrift/KeyRange.java,CMD
src/java/org/apache/cassandra/dht/BootStrapper.java,CMD
src/java/org/apache/cassandra/db/migration/DropColumnFamily.java,CMD
test/unit/org/apache/cassandra/db/CompactionsTest.java,CMD
src/java/org/apache/cassandra/db/compaction/LeveledCompactionStrategy.java,CMD
test/unit/org/apache/cassandra/db/RemoveColumnFamilyWithFlush2Test.java,CMD
src/java/org/apache/cassandra/db/migration/Migration.java,CMD
interface/thrift/gen-java/org/apache/cassandra/thrift/NotFoundException.java,CMD
interface/thrift/gen-java/org/apache/cassandra/thrift/ColumnDef.java,CMD
src/java/org/apache/cassandra/db/ReadCommand.java,CMD
src/java/org/apache/cassandra/db/DataTracker.java,CMD
src/java/org/apache/cassandra/streaming/StreamInitiateVerbHandler.java,CMD
test/unit/org/apache/cassandra/db/RecoveryManager2Test.java,CMD
src/java/org/apache/cassandra/db/compaction/LeveledManifest.java,CMD
src/java/org/apache/cassandra/config/CFMetaData.java,CMD
test/unit/org/apache/cassandra/db/RowIterationTest.java,CMD
src/java/org/apache/cassandra/hadoop/ColumnFamilyInputFormat.java,CMD
interface/gen-java/org/apache/cassandra/service/ColumnPath.java,CMD
test/unit/org/apache/cassandra/io/sstable/SSTableWriterTest.java,CMD
test/unit/org/apache/cassandra/db/DefsTest.java,CMD
src/java/org/apache/cassandra/utils/ByteBufferUtil.java,CMD
src/java/org/apache/cassandra/io/sstable/SSTableScanner.java,CMD
test/unit/org/apache/cassandra/utils/ByteBufferUtilTest.java,CMD
src/java/org/apache/cassandra/gms/GossipDigestSynVerbHandler.java,CMD
src/java/org/apache/cassandra/db/RangeSliceCommand.java,CMD
test/unit/org/apache/cassandra/SchemaLoader.java,CMD
src/java/org/apache/cassandra/db/marshal/BytesType.java,CMD
src/java/org/apache/cassandra/db/migration/AddColumnFamily.java,CMD
interface/thrift/gen-java/org/apache/cassandra/thrift/AuthenticationRequest.java,CMD
src/java/org/apache/cassandra/db/filter/QueryPath.java,CMD
src/java/org/apache/cassandra/client/RingCache.java,CMD
src/java/org/apache/cassandra/locator/TokenMetadata.java,CMD
src/java/org/apache/cassandra/db/migration/RenameKeyspace.java,CMD
test/unit/org/apache/cassandra/tools/SSTableImportTest.java,CMD
test/unit/org/apache/cassandra/locator/SimpleStrategyTest.java,CMD
interface/thrift/gen-java/org/apache/cassandra/thrift/KsDef.java,CMD
interface/thrift/gen-java/org/apache/cassandra/thrift/SliceRange.java,CMD
src/java/org/apache/cassandra/db/SliceByNamesReadCommand.java,CMD
src/java/org/apache/cassandra/db/ExpiringColumn.java,CMD
test/unit/org/apache/cassandra/db/SuperColumnTest.java,CMD
test/unit/org/apache/cassandra/db/CompactionsPurgeTest.java,CMD
src/java/org/apache/cassandra/gms/Gossiper.java,CMD
src/java/org/apache/cassandra/net/MessagingService.java,CMD
src/java/org/apache/cassandra/config/KSMetaData.java,CMD
src/java/org/apache/cassandra/db/EchoedRow.java,CMD
src/java/org/apache/cassandra/locator/AbstractReplicationStrategy.java,CMD
src/java/org/apache/cassandra/db/Table.java,CMD
interface/thrift/gen-java/org/apache/cassandra/thrift/ColumnParent.java,CMD
test/unit/org/apache/cassandra/locator/RackUnawareStrategyTest.java,CMD
interface/thrift/gen-java/org/apache/cassandra/thrift/Column.java,CMD
src/java/org/apache/cassandra/config/DatabaseDescriptor.java,CMD
src/java/org/apache/cassandra/db/HintedHandOffManager.java,CMD
test/unit/org/apache/cassandra/Util.java,CMD
src/java/org/apache/cassandra/thrift/ThriftValidation.java,CMD
src/java/org/apache/cassandra/utils/FBUtilities.java,CMD
