file,archsmell
pdfbox/src/main/java/org/apache/pdfbox/cos/COSDictionary.java,UI
pdfbox/src/main/java/org/apache/pdfbox/pdmodel/PDDocument.java,UI
pdfbox/src/main/java/org/apache/pdfbox/cos/COSName.java,UI
pdfbox/src/main/java/org/apache/pdfbox/cos/COSArray.java,UI
pdfbox/src/main/java/org/apache/pdfbox/pdmodel/interactive/documentnavigation/outline/PDOutlineItem.java,CPC
pdfbox/src/main/java/org/apache/pdfbox/pdfparser/NonSequentialPDFParser.java,CPC
pdfbox/src/main/java/org/apache/pdfbox/pdmodel/common/PDStream.java,CPC
pdfbox/src/main/java/org/apache/pdfbox/pdmodel/common/function/PDFunctionType4.java,CPC
pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/xobject/PDXObject.java,CPC
pdfbox/src/main/java/org/apache/pdfbox/pdmodel/documentinterchange/taggedpdf/PDTableAttributeObject.java,CPC
pdfbox/src/main/java/org/apache/pdfbox/pdmodel/interactive/pagenavigation/PDThreadBead.java,CPC
xmpbox/src/main/java/org/apache/xmpbox/type/ThumbnailType.java,CPC
pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/xobject/PDCcitt.java,CPC
pdfbox/src/main/java/org/apache/pdfbox/pdmodel/interactive/annotation/PDAppearanceStream.java,CPC
preflight/src/main/java/org/apache/pdfbox/preflight/action/GoToRemoteAction.java,CPC
pdfbox/src/main/java/org/apache/pdfbox/pdmodel/interactive/digitalsignature/PDSeedValueMDP.java,CPC
preflight/src/main/java/org/apache/pdfbox/preflight/action/GoToAction.java,CPC
pdfbox/src/main/java/org/apache/pdfbox/pdmodel/interactive/digitalsignature/visible/PDFTemplateCreator.java,CPC
pdfbox/src/main/java/org/apache/pdfbox/pdmodel/common/function/PDFunctionType0.java,CPC
pdfbox/src/main/java/org/apache/pdfbox/pdmodel/ConformingPDDocument.java,CPC
pdfbox/src/main/java/org/apache/pdfbox/cos/COSStream.java,CPC
pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/pattern/PDPatternResources.java,CPC
preflight/src/main/java/org/apache/pdfbox/preflight/action/SubmitAction.java,CPC
preflight/src/main/java/org/apache/pdfbox/preflight/action/UndefAction.java,CPC
pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/shading/PDShadingType2.java,CPC
pdfbox/src/main/java/org/apache/pdfbox/pdmodel/documentinterchange/markedcontent/PDMarkedContent.java,CPC
pdfbox/src/main/java/org/apache/pdfbox/pdmodel/documentinterchange/taggedpdf/PDPrintFieldAttributeObject.java,CPC
pdfbox/src/main/java/org/apache/pdfbox/pdmodel/font/PDFont.java,CPC
pdfbox/src/main/java/org/apache/pdfbox/pdfwriter/COSWriter.java,CPC
pdfbox/src/main/java/org/apache/pdfbox/pdmodel/interactive/digitalsignature/PDPropBuildDataDict.java,CPC
pdfbox/src/main/java/org/apache/pdfbox/pdmodel/interactive/digitalsignature/visible/PDVisibleSignDesigner.java,CPC
pdfbox/src/main/java/org/apache/pdfbox/filter/JBIG2Filter.java,CPC
xmpbox/src/main/java/org/apache/xmpbox/type/TypeMapping.java,CPC
preflight/src/main/java/org/apache/pdfbox/preflight/graphic/StandardColorSpaceHelper.java,CPC
pdfbox/src/main/java/org/apache/pdfbox/pdmodel/interactive/action/type/PDActionURI.java,CPC
pdfbox/src/main/java/org/apache/pdfbox/pdmodel/interactive/form/PDFieldFactory.java,CPC
pdfbox/src/main/java/org/apache/pdfbox/pdmodel/interactive/digitalsignature/visible/PDVisibleSigProperties.java,CPC
pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/shading/AxialShadingContext.java,CPC
pdfbox/src/main/java/org/apache/pdfbox/pdmodel/interactive/form/PDSignature.java,CPC
pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/color/PDICCBased.java,CPC
preflight/src/main/java/org/apache/pdfbox/preflight/action/UriAction.java,CPC
pdfbox/src/main/java/org/apache/pdfbox/pdmodel/interactive/annotation/PDAppearanceDictionary.java,CPC
pdfbox/src/main/java/org/apache/pdfbox/pdmodel/interactive/action/type/PDAction.java,CPC
pdfbox/src/main/java/org/apache/pdfbox/pdmodel/interactive/action/type/PDActionGoTo.java,CPC
pdfbox/src/main/java/org/apache/pdfbox/pdmodel/fdf/FDFDictionary.java,CPC
xmpbox/src/main/java/org/apache/xmpbox/type/DefinedStructuredType.java,CPC
pdfbox/src/main/java/org/apache/pdfbox/filter/FilterManager.java,CPC
xmpbox/src/main/java/org/apache/xmpbox/schema/PDFAExtensionSchema.java,CPC
pdfbox/src/main/java/org/apache/pdfbox/pdmodel/graphics/xobject/PDXObjectForm.java,CPC
pdfbox/src/main/java/org/apache/pdfbox/pdfparser/PDFParser.java,CPC
