file,archsmell
openjpa-persistence\src\main\java\org\apache\openjpa\persistence\meta\Types.java,UIH
openjpa-persistence\src\main\java\org\apache\openjpa\persistence\meta\AbstractManagedType.java,UIH
openjpa-kernel/src/main/java/org/apache/openjpa/kernel/ClearFieldManager.java,CMD
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/SchemaTool.java,CMD
openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/All.java,CMD
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Exp.java,CMD
openjpa-kernel/src/main/java/org/apache/openjpa/util/OpenJPAId.java,CMD
openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/StringListValue.java,CMD
openjpa-kernel/src/main/java/org/apache/openjpa/enhance/PCDataGenerator.java,CMD
openjpa-persistence/src/main/java/org/apache/openjpa/persistence/FetchPlan.java,CMD
openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/PersistenceMappingDefaults.java,CMD
openjpa-kernel/src/main/java/org/apache/openjpa/util/ObjectNotFoundException.java,CMD
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/MappingRepository.java,CMD
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/ColumnVersionStrategy.java,CMD
openjpa-persistence/src/main/java/org/apache/openjpa/persistence/NoResultException.java,CMD
openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/jdbc/annotations/TestVersion.java,CMD
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/MySQLDictionary.java,CMD
openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Trim.java,CMD
openjpa-kernel/src/main/java/org/apache/openjpa/conf/BrokerFactoryValue.java,CMD
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/GetObjectId.java,CMD
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/SQLStoreQuery.java,CMD
openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/SubQ.java,CMD
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/PagingResultObjectProvider.java,CMD
openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Concat.java,CMD
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/LazySchemaFactory.java,CMD
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Aggregate.java,CMD
openjpa-lib/src/main/java/org/apache/openjpa/lib/util/FormatPreservingProperties.java,CMD
openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/ConcurrentHashMap.java,CMD
openjpa-persistence/src/main/java/org/apache/openjpa/persistence/MetaDataTag.java,CMD
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/JDBCStoreManager.java,CMD
openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/PluginValue.java,CMD
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/AbstractVal.java,CMD
openjpa-kernel/src/main/java/org/apache/openjpa/util/CacheMap.java,CMD
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Val.java,CMD
openjpa-kernel/src/main/java/org/apache/openjpa/kernel/VersionAttachStrategy.java,CMD
openjpa-kernel/src/main/java/org/apache/openjpa/kernel/Broker.java,CMD
openjpa-kernel/src/main/java/org/apache/openjpa/util/ProxyLinkedList.java,CMD
openjpa-kernel/src/main/java/org/apache/openjpa/kernel/QueryImpl.java,CMD
openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/SimpleResultList.java,CMD
openjpa-kernel/src/main/java/org/apache/openjpa/meta/MetaDataInheritanceComparator.java,CMD
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SQLServerDictionary.java,CMD
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/FieldMappingInfo.java,CMD
openjpa-kernel/src/main/java/org/apache/openjpa/util/LockException.java,CMD
openjpa-persistence/src/main/java/org/apache/openjpa/persistence/EntityExistsException.java,CMD
openjpa-kernel/src/main/java/org/apache/openjpa/ee/JNDIManagedRuntime.java,CMD
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/InValueDiscriminatorStrategy.java,CMD
openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DelegatingFetchConfiguration.java,CMD
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/PointbaseDictionary.java,CMD
openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/Queue.java,CMD
openjpa-kernel/src/main/java/org/apache/openjpa/kernel/StateManagerImpl.java,CMD
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/JDBCExpressionFactory.java,CMD
openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/ContainsExpression.java,CMD
openjpa-kernel/src/main/java/org/apache/openjpa/kernel/FindCallbacks.java,CMD
openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/BooleanValue.java,CMD
openjpa-kernel/src/main/java/org/apache/openjpa/kernel/LocalManagedRuntime.java,CMD
openjpa-lib/src/main/java/org/apache/openjpa/lib/xml/XMLWriter.java,CMD
openjpa-kernel/src/main/java/org/apache/openjpa/kernel/Query.java,CMD
openjpa-lib/src/main/java/org/apache/openjpa/lib/util/J2DoPrivHelper.java,CMD
openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/criteria/Contact.java,CMD
openjpa-kernel/src/main/java/org/apache/openjpa/conf/QueryCompilationCacheValue.java,CMD
openjpa-kernel/src/main/java/org/apache/openjpa/meta/ClassMetaData.java,CMD
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/RelationMapTableFieldStrategy.java,CMD
openjpa-kernel/src/main/java/org/apache/openjpa/util/ProxyCollection.java,CMD
openjpa-lib/src/main/java/org/apache/openjpa/lib/util/Options.java,CMD
openjpa-lib/src/main/java/org/apache/openjpa/lib/xml/ValidatingErrorHandler.java,CMD
openjpa-kernel/src/main/java/org/apache/openjpa/kernel/NoneLockManager.java,CMD
openjpa-kernel/src/main/java/org/apache/openjpa/datacache/QueryCacheStoreQuery.java,CMD
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/DelegatingJDBCFetchConfiguration.java,CMD
openjpa-persistence/src/main/java/org/apache/openjpa/persistence/ConfigurationProviderImpl.java,CMD
openjpa-persistence/src/main/java/org/apache/openjpa/persistence/OpenJPAEntityManagerFactory.java,CMD
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/UnaryOp.java,CMD
openjpa-kernel/src/main/java/org/apache/openjpa/kernel/StoreContext.java,CMD
openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/Configuration.java,CMD
openjpa-kernel/src/main/java/org/apache/openjpa/util/InternalException.java,CMD
openjpa-kernel/src/main/java/org/apache/openjpa/datacache/ExpirationListener.java,CMD
openjpa-kernel/src/main/java/org/apache/openjpa/meta/UpdateStrategies.java,CMD
openjpa-persistence/src/main/java/org/apache/openjpa/persistence/Persistent.java,CMD
openjpa-persistence/src/main/java/org/apache/openjpa/persistence/QueryImpl.java,CMD
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/SQLProjectionResultObjectProvider.java,CMD
openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/ForeignKey.java,CMD
openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/MetaDataSerializer.java,CMD
openjpa-kernel/src/main/java/org/apache/openjpa/kernel/PNonTransNewState.java,CMD
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/StringFieldStrategy.java,CMD
openjpa-persistence/src/main/java/org/apache/openjpa/persistence/OpenJPAQuery.java,CMD
openjpa-persistence/src/main/java/org/apache/openjpa/persistence/PersistenceUnitInfoImpl.java,CMD
