file,archsmell
src/main/java/org/apache/hadoop/hbase/HBaseConfiguration.java,UI
src/main/java/org/apache/hadoop/hbase/KeyValue.java,UI
src/main/java/org/apache/hadoop/hbase/client/HTable.java,UI
src/main/java/org/apache/hadoop/hbase/client/Scan.java,UI
src/main/java/org/apache/hadoop/hbase/client/Put.java,UI
src/test/java/org/apache/hadoop/hbase/HBaseTestingUtility.java,UI
src/main/java/org/apache/hadoop/hbase/util/Bytes.java,UI
src/test/java/org/apache/hadoop/hbase/ResourceCheckerJUnitRule.java,UI
src/main/java/org/apache/hadoop/hbase/io/HalfStoreFileReader.java,CPC
src/main/java/org/apache/hadoop/hbase/util/BloomFilterFactory.java,CPC
src/main/java/org/apache/hadoop/hbase/snapshot/ReferenceRegionHFilesTask.java,CPC
src/main/java/org/apache/hadoop/hbase/regionserver/compactions/CompactSelection.java,CPC
src/main/java/org/apache/hadoop/hbase/regionserver/wal/HLogPrettyPrinter.java,CPC
src/main/java/org/apache/hadoop/hbase/regionserver/wal/SequenceFileLogWriter.java,CPC
src/main/java/org/apache/hadoop/hbase/master/CatalogJanitor.java,CPC
src/main/java/org/apache/hadoop/hbase/zookeeper/RegionServerTracker.java,CPC
src/main/java/org/apache/hadoop/hbase/util/CompressionTest.java,CPC
src/main/java/org/apache/hadoop/hbase/regionserver/wal/HLogKey.java,CPC
src/main/java/org/apache/hadoop/hbase/HBaseFileSystem.java,CPC
src/main/java/org/apache/hadoop/hbase/master/snapshot/RestoreSnapshotHandler.java,CPC
src/main/java/org/apache/hadoop/hbase/zookeeper/DrainingServerTracker.java,CPC
src/main/java/org/apache/hadoop/hbase/regionserver/HRegionThriftServer.java,CPC
src/main/java/org/apache/hadoop/hbase/regionserver/handler/OpenMetaHandler.java,CPC
src/main/java/org/apache/hadoop/hbase/io/hfile/HFileReaderV2.java,CPC
src/main/java/org/apache/hadoop/hbase/client/HConnectionManager.java,CPC
src/main/java/org/apache/hadoop/hbase/HRegionLocation.java,CPC
src/main/java/org/apache/hadoop/hbase/client/CoprocessorHConnection.java,CPC
src/main/java/org/apache/hadoop/hbase/util/FSTableDescriptors.java,CPC
src/main/java/org/apache/hadoop/hbase/io/Reference.java,CPC
src/main/java/org/apache/hadoop/hbase/io/hfile/CacheConfig.java,CPC
src/main/java/org/apache/hadoop/hbase/util/CompoundBloomFilter.java,CPC
src/main/java/org/apache/hadoop/hbase/zookeeper/ZKSplitLog.java,CPC
src/main/java/org/apache/hadoop/hbase/regionserver/wal/WALCoprocessorHost.java,CPC
src/main/java/org/apache/hadoop/hbase/snapshot/SnapshotReferenceUtil.java,CPC
src/main/java/org/apache/hadoop/hbase/regionserver/wal/Compressor.java,CPC
src/main/java/org/apache/hadoop/hbase/snapshot/SnapshotDescriptionUtils.java,CPC
