file,archsmell
lang/java/avro/src/main/java/org/apache/avro/generic/GenericData.java,UI
lang/java/avro/src/main/java/org/apache/avro/Schema.java,UI
lang/java/avro/src/main/java/org/apache/avro/generic/GenericDatumReader.java,UI
lang/java/avro/src/main/java/org/apache/avro/generic/GenericDatumWriter.java,UI
lang/java/avro/src/main/java/org/apache/avro/io/BinaryData.java,CPC
lang/java/avro/src/main/java/org/apache/avro/io/BlockingBinaryEncoder.java,CPC
lang/java/avro/src/main/java/org/apache/avro/io/DirectBinaryDecoder.java,CPC
lang/java/avro/src/main/java/org/apache/avro/io/ResolvingDecoder.java,CPC
lang/java/avro/src/main/java/org/apache/avro/io/DecoderFactory.java,CPC
lang/java/avro/src/main/java/org/apache/avro/io/JsonEncoder.java,CPC
lang/java/avro/src/main/java/org/apache/avro/io/parsing/ResolvingGrammarGenerator.java,CPC
lang/java/avro/src/main/java/org/apache/avro/io/BinaryDecoder.java,CPC
lang/java/avro/src/main/java/org/apache/avro/generic/GenericDatumReader.java,CPC
lang/java/avro/src/main/java/org/apache/avro/util/Utf8.java,CPC
lang/java/avro/src/main/java/org/apache/avro/generic/GenericDatumWriter.java,CPC
lang/java/avro/src/main/java/org/apache/avro/io/JsonDecoder.java,CPC
lang/java/avro/src/main/java/org/apache/avro/io/Encoder.java,CPC
lang/java/avro/src/main/java/org/apache/avro/io/EncoderFactory.java,CPC
lang/java/avro/src/main/java/org/apache/avro/generic/GenericData.java,CPC
lang/java/avro/src/main/java/org/apache/avro/io/BufferedBinaryEncoder.java,CPC
lang/java/avro/src/main/java/org/apache/avro/io/DirectBinaryEncoder.java,CPC
lang/java/avro/src/main/java/org/apache/avro/io/ValidatingEncoder.java,CPC
